# crosstest 2026-09-18T18:20:54Z
# ours   prometheiad/0.2.0 dataset Prometheia 0.1.0, JPL DE440 binary/linux_p1550p2650.440/-#d1e6ab2e prometheia 971de00
# theirs astrolog-ephd/2.0 dataset astrolog-ephd/2.0/swiss 2.10.03-ts.14/files#6ed8181c astrolog 5d399f2+dirty binary built 2026-09-18T17:59:28Z
# angles in arcsec; positions lon/lat or RA/Dec in degrees; docs/CROSS-TEST.md
leg	epoch_tt	object	observer	frame	plane	mask	deltat	ours	theirs	anchor	anchor_source	sep_servers	sep_ours_anchor	sep_theirs_anchor	band	tier	verdict	note	req_ours	req_theirs
horizons-helio	2461299.5	8	helio	ICRF	equator	1	69.2	2.8908052360/-0.2418422213	2.8908052694/-0.2418422237	2.8908052360/-0.2418422210	Horizons helio-neptune q1	1.205e-04	1.104e-06	1.207e-04	ours 0.0001 theirs 0.002000	2	agree		1899775745	1901288743
horizons-helio	2461299.5	9	helio	ICRF	equator	1	69.2	307.5478215922/-23.3166814938	307.5478215318/-23.3166814615	307.5478215920/-23.3166814940	Horizons helio-pluto q1	2.311e-04	9.432e-07	2.308e-04	ours 0.0001 theirs 0.002000	2	agree		1899775745	1901288743
horizons-helio	2469807.5	199	helio	ICRF	equator	1	69.2	127.9049882767/25.8809667546	127.9051030030/25.8809439521	127.9049882760/25.8809667550	Horizons helio-mercury q1	0.380549781	2.757e-06	0.380552387	ours 0.0001 theirs 0.002973	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	1905999429	1907620305
horizons-helio	2469807.5	299	helio	ICRF	equator	1	69.2	282.3465695242/-24.3783968465	282.3465349318/-24.3783979129	282.3465695240/-24.3783968470	Horizons helio-venus q1	0.11349429	1.909e-06	0.113493438	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	1905999429	1907620305
horizons-helio	2469807.5	399	helio	ICRF	equator	1	69.2	100.9268440447/23.0526767870	100.9268419959/23.0526768895	100.9268440450/23.0526767870	Horizons helio-earth q1	0.00679654357	1.041e-06	0.00679758012	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	1905999429	1907620305
horizons-helio	2469807.5	4	helio	ICRF	equator	1	69.2	197.0313905670/-6.1988569936	197.0313898655/-6.1988566828	197.0313905670/-6.1988569940	Horizons helio-mars q1	0.00274862427	1.411e-06	0.00274928243	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	1905999429	1907620305
horizons-helio	2469807.5	5	helio	ICRF	equator	1	69.2	119.2692977940/21.0951848837	119.2692994513/21.0951846051	119.2692977940/21.0951848840	Horizons helio-jupiter q1	0.00565629961	1.203e-06	0.00565638802	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	1905999429	1907620305
horizons-helio	2469807.5	6	helio	ICRF	equator	1	69.2	300.6748937985/-20.6717983488	300.6748931550/-20.6717983469	300.6748937980/-20.6717983490	Horizons helio-saturn q1	0.002167513	1.768e-06	0.00216583665	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	1905999429	1907620305
horizons-helio	2469807.5	7	helio	ICRF	equator	1	69.2	168.4631185395/5.7923160009	168.4631185957/5.7923159174	168.4631185400/5.7923160010	Horizons helio-uranus q1	3.620e-04	1.674e-06	3.612e-04	ours 0.0001 theirs 0.002000	2	agree		1905999429	1907620305
horizons-helio	2469807.5	8	helio	ICRF	equator	1	69.2	52.3580861870/17.1660155583	52.3580862262/17.1660155482	52.3580861870/17.1660155580	Horizons helio-neptune q1	1.396e-04	1.254e-06	1.392e-04	ours 0.0001 theirs 0.002000	2	agree		1905999429	1907620305
horizons-helio	2469807.5	9	helio	ICRF	equator	1	69.2	344.7386771426/-20.4459998264	344.7386770775/-20.4459998243	344.7386771430/-20.4459998260	Horizons helio-pluto q1	2.199e-04	1.999e-06	2.211e-04	ours 0.0001 theirs 0.002000	2	agree		1905999429	1907620305
horizons-helio	2488069.5	199	helio	ICRF	equator	1	69.2	307.8767065556/-25.8856886147	307.8766283864/-25.8857042039	307.8767065540/-25.8856886150	Horizons helio-mercury q1	0.259320034	5.276e-06	0.259314759	ours 0.0001 theirs 0.002233	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	1911733837	1915306889
horizons-helio	2488069.5	299	helio	ICRF	equator	1	69.2	18.0042432715/4.5196702045	18.0041731171/4.5196389023	18.0042432710/4.5196702040	Horizons helio-venus q1	0.275838704	2.764e-06	0.275836112	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	1911733837	1915306889
horizons-helio	2488069.5	399	helio	ICRF	equator	1	69.2	100.0160980422/23.1070830531	100.0160980603/23.1070830091	100.0160980420/23.1070830530	Horizons helio-earth q1	1.694e-04	8.264e-07	1.692e-04	ours 0.0001 theirs 0.002000	2	agree		1911733837	1915306889
horizons-helio	2488069.5	4	helio	ICRF	equator	1	69.2	64.1962454239/21.8660732608	64.1962314834/21.8660705545	64.1962454240/21.8660732610	Horizons helio-mars q1	0.0475835307	6.618e-07	0.0475838596	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	1911733837	1915306889
horizons-helio	2488069.5	5	helio	ICRF	equator	1	69.2	189.3269638151/-2.6034394853	189.3269672931/-2.6034410179	189.3269638150/-2.6034394850	Horizons helio-jupiter q1	0.0136708826	1.067e-06	0.0136716263	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	1911733837	1915306889
horizons-helio	2488069.5	6	helio	ICRF	equator	1	69.2	198.0960346406/-4.9907895829	198.0960359685/-4.9907901071	198.0960346410/-4.9907895830	Horizons helio-saturn q1	0.00512285406	1.617e-06	0.00512123881	ours 0.0001 theirs 0.002000	2	expected-difference	geometric agrees, light time differs: Swiss's heliocentric light time, kept by design (docs/CROSS-TEST.md)	1911733837	1915306889
horizons-helio	2488069.5	7	helio	ICRF	equator	1	69.2	17.9060770834/6.9118378916	17.9060765891/6.9118376405	17.9060770830/6.9118378920	Horizons helio-uranus q1	0.00198435746	2.181e-06	0.00198370699	ours 0.0001 theirs 0.002000	2	agree		1911733837	1915306889
horizons-helio	2488069.5	8	helio	ICRF	equator	1	69.2	165.7924647602/7.1022134743	165.7924650446/7.1022133179	165.7924647600/7.1022134740	Horizons helio-neptune q1	0.0011615505	1.460e-06	0.00116161055	ours 0.0001 theirs 0.002000	2	agree		1911733837	1915306889
horizons-helio	2488069.5	9	helio	ICRF	equator	1	69.2	35.6668773537/-3.5968467473	35.6668771929/-3.5968467814	35.6668773540/-3.5968467470	Horizons helio-pluto q1	5.905e-04	1.620e-06	5.919e-04	ours 0.0001 theirs 0.002000	2	agree		1911733837	1915306889
apparent	2378496.5	10	geo	true of date	ecliptic	7	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	1921920381	1924592891
apparent	2378496.5	301	geo	true of date	ecliptic	7	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	1921920381	1924592891
apparent	2378496.5	199	geo	true of date	ecliptic	7	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	1921920381	1924592891
apparent	2378496.5	299	geo	true of date	ecliptic	7	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	1921920381	1924592891
apparent	2378496.5	4	geo	true of date	ecliptic	7	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	1921920381	1924592891
apparent	2378496.5	5	geo	true of date	ecliptic	7	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	1921920381	1924592891
apparent	2378496.5	6	geo	true of date	ecliptic	7	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	1921920381	1924592891
apparent	2378496.5	7	geo	true of date	ecliptic	7	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	1921920381	1924592891
apparent	2378496.5	8	geo	true of date	ecliptic	7	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	1921920381	1924592891
apparent	2378496.5	9	geo	true of date	ecliptic	7	69.2										expected-difference	errCode ours 0 theirs 3; outside one server's coverage (errCode 3)	1921920381	1924592891
apparent	2415020.5	10	geo	true of date	ecliptic	7	69.2	280.1533845698/0.0000529510	280.1533844572/0.0000528425			5.629e-04			0.00210339016	2	agree	no anchor: Horizons' apparent place carries frame offsets	1930656563	1933910227
apparent	2415020.5	301	geo	true of date	ecliptic	7	69.2	272.4166554318/1.1082847987	272.4166560950/1.1082847062			0.00241038091			0.002	2	expected-difference	no anchor: Horizons' apparent place carries frame offsets; each server inside its own Horizons band here, so the gap is their sources' (DE440 vs DE441 / the .se1 refit)	1930656563	1933910227
apparent	2415020.5	199	geo	true of date	ecliptic	7	69.2	258.9977989846/1.1264092126	258.9977989008/1.1264091109			4.745e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1930656563	1933910227
apparent	2415020.5	299	geo	true of date	ecliptic	7	69.2	306.3744680005/-1.6831031322	306.3744677814/-1.6831031760			8.039e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1930656563	1933910227
apparent	2415020.5	4	geo	true of date	ecliptic	7	69.2	283.8677601785/-0.9254143221	283.8677601073/-0.9254144236			4.463e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1930656563	1933910227
apparent	2415020.5	5	geo	true of date	ecliptic	7	69.2	241.1359501789/0.8142835287	241.1359501770/0.8142833956			4.792e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1930656563	1933910227
apparent	2415020.5	6	geo	true of date	ecliptic	7	69.2	267.7168114190/1.0076829861	267.7168113261/1.0076827679			8.538e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1930656563	1933910227
apparent	2415020.5	7	geo	true of date	ecliptic	7	69.2	250.1393158987/0.0633945242	250.1393158567/0.0633944155			4.196e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1930656563	1933910227
apparent	2415020.5	8	geo	true of date	ecliptic	7	69.2	85.2187142893/-1.2996426284	85.2187141568/-1.2996424376			8.363e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1930656563	1933910227
apparent	2415020.5	9	geo	true of date	ecliptic	7	69.2	75.2514541985/-9.7769577344	75.2514541241/-9.7769575974			5.593e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1930656563	1933910227
apparent	2442413.5	10	geo	true of date	ecliptic	7	69.2	279.9340099939/-0.0002111485	279.9340100066/-0.0002111576			5.641e-05			0.00210332629	2	agree	no anchor: Horizons' apparent place carries frame offsets	1938886779	1943757341
apparent	2442413.5	301	geo	true of date	ecliptic	7	69.2	139.1805253940/-4.8714813310	139.1805250311/-4.8714813540			0.00130438212			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1938886779	1943757341
apparent	2442413.5	199	geo	true of date	ecliptic	7	69.2	287.0426141823/-2.1061732361	287.0426141920/-2.1061732556			7.825e-05			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1938886779	1943757341
apparent	2442413.5	299	geo	true of date	ecliptic	7	69.2	293.3802557038/-1.2331716955	293.3802556553/-1.2331717359			2.271e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1938886779	1943757341
apparent	2442413.5	4	geo	true of date	ecliptic	7	69.2	254.9588951859/-0.2040876834	254.9588952698/-0.2040877127			3.199e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1938886779	1943757341
apparent	2442413.5	5	geo	true of date	ecliptic	7	69.2	343.3147812267/-1.1658201169	343.3147812401/-1.1658200525			2.371e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1938886779	1943757341
apparent	2442413.5	6	geo	true of date	ecliptic	7	69.2	105.8745008172/-0.4005479332	105.8745007426/-0.4005478972			2.984e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1938886779	1943757341
apparent	2442413.5	7	geo	true of date	ecliptic	7	69.2	211.8777922944/0.5350435928	211.8777921982/0.5350436103			3.520e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1938886779	1943757341
apparent	2442413.5	8	geo	true of date	ecliptic	7	69.2	250.4333924389/1.5219165848	250.4333923699/1.5219165366			3.029e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1938886779	1943757341
apparent	2442413.5	9	geo	true of date	ecliptic	7	69.2	189.2226933371/16.7636325319	189.2226933549/16.7636324446			3.204e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1938886779	1943757341
apparent	2451545	10	geo	true of date	ecliptic	7	69.2	280.3681652844/0.0002274071	280.3681655526/0.0002273585			9.812e-04			0.00210325891	2	agree	no anchor: Horizons' apparent place carries frame offsets	1947712381	1952046131
apparent	2451545	301	geo	true of date	ecliptic	7	69.2	223.3148700171/5.1708719110	223.3148705418/5.1708720095			0.0019142428			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1947712381	1952046131
apparent	2451545	199	geo	true of date	ecliptic	7	69.2	271.8881270973/-0.9947565627	271.8881273475/-0.9947565906			9.060e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1947712381	1952046131
apparent	2451545	299	geo	true of date	ecliptic	7	69.2	241.5648949448/2.0663698432	241.5648951907/2.0663697916			9.038e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1947712381	1952046131
apparent	2451545	4	geo	true of date	ecliptic	7	69.2	327.9627293486/-1.0677945845	327.9627294888/-1.0677946556			5.659e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1947712381	1952046131
apparent	2451545	5	geo	true of date	ecliptic	7	69.2	25.2530569256/-1.2621917169	25.2530570671/-1.2621916729			5.333e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1947712381	1952046131
apparent	2451545	6	geo	true of date	ecliptic	7	69.2	40.3956778958/-2.4448581685	40.3956782303/-2.4448582367			0.00122790251			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1947712381	1952046131
apparent	2451545	7	geo	true of date	ecliptic	7	69.2	314.8091504072/-0.6583350405	314.8091505306/-0.6583350429			4.443e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1947712381	1952046131
apparent	2451545	8	geo	true of date	ecliptic	7	69.2	303.1929868515/0.2349920137	303.1929869475/0.2349920133			3.457e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1947712381	1952046131
apparent	2451545	9	geo	true of date	ecliptic	7	69.2	251.4547532513/10.8552305396	251.4547533252/10.8552306256			4.052e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1947712381	1952046131
apparent	2459001.5	10	geo	true of date	ecliptic	7	69.2	70.9709209745/0.0001957253	70.9709207278/0.0001956150			9.726e-04			0.00203953099	2	agree	no anchor: Horizons' apparent place carries frame offsets	1956029763	1960527709
apparent	2459001.5	301	geo	true of date	ecliptic	7	69.2	185.6205709099/5.2194908515	185.6205712396/5.2194908131			0.00118980958			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1956029763	1960527709
apparent	2459001.5	199	geo	true of date	ecliptic	7	69.2	94.1183421335/1.9666375807	94.1183421312/1.9666374783			3.687e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1956029763	1960527709
apparent	2459001.5	299	geo	true of date	ecliptic	7	69.2	75.3050593592/1.1282424935	75.3050589379/1.1282420093			0.00231063866			0.00356913645	2	agree	no anchor: Horizons' apparent place carries frame offsets	1956029763	1960527709
apparent	2459001.5	4	geo	true of date	ecliptic	7	69.2	342.6977054843/-2.3760981182	342.6977053009/-2.3760979219			9.670e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1956029763	1960527709
apparent	2459001.5	5	geo	true of date	ecliptic	7	69.2	296.7648456125/-0.2124348879	296.7648454221/-0.2124348459			7.019e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1956029763	1960527709
apparent	2459001.5	6	geo	true of date	ecliptic	7	69.2	301.6099648774/-0.1532731325	301.6099648592/-0.1532730350			3.573e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1956029763	1960527709
apparent	2459001.5	7	geo	true of date	ecliptic	7	69.2	38.5596900852/-0.4467767045	38.5596899365/-0.4467767219			5.389e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1956029763	1960527709
apparent	2459001.5	8	geo	true of date	ecliptic	7	69.2	350.8267224456/-1.0567142936	350.8267223989/-1.0567142264			2.946e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1956029763	1960527709
apparent	2459001.5	9	geo	true of date	ecliptic	7	69.2	294.6924974110/-0.9238196214	294.6924973277/-0.9238196180			3.003e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1956029763	1960527709
apparent	2461299.5	10	geo	true of date	ecliptic	7	69.2	173.1598778510/-0.0001264874	173.1598777841/-0.0001264967			2.431e-04			0.00205680672	2	agree	no anchor: Horizons' apparent place carries frame offsets	1964449807	1969100445
apparent	2461299.5	301	geo	true of date	ecliptic	7	69.2	231.5052110961/-5.1809025851	231.5052114138/-5.1809025884			0.0011391979			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1964449807	1969100445
apparent	2461299.5	199	geo	true of date	ecliptic	7	69.2	188.7347414926/0.1217048214	188.7347415172/0.1217048464			1.264e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1964449807	1969100445
apparent	2461299.5	299	geo	true of date	ecliptic	7	69.2	213.4000746848/-5.3400457816	213.4000751700/-5.3400457860			0.00173917894			0.00233214956	2	agree	no anchor: Horizons' apparent place carries frame offsets	1964449807	1969100445
apparent	2461299.5	4	geo	true of date	ecliptic	7	69.2	112.7345679690/0.7667662971	112.7345678321/0.7667663535			5.332e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1964449807	1969100445
apparent	2461299.5	5	geo	true of date	ecliptic	7	69.2	136.7619099063/0.5606276110	136.7619099062/0.5606276568			1.651e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1964449807	1969100445
apparent	2461299.5	6	geo	true of date	ecliptic	7	69.2	12.7133912738/-2.6916653576	12.7133913107/-2.6916653324			1.606e-04			0.002	2	agree	no anchor: Horizons' apparent place carries frame offsets	1964449807	1969100445
